.cn	I2
病人角色	I10563
病例对照研究	I10564
病历	I10565
病机	I10566
癸辛杂识	I10573
白令海峡	I10581
白姓	I10587
白板说	I10592
白矮星	I10602
白话文	I10609
白话（汉语口语或接近口语的表达方式）	I10610
百世汇通	I10626
百度百科：参考资料	I10630
百科全书派	I10634
皇家海军	I10643
皇族（皇族电子竞技俱乐部	I10646
皇甫谧（古代医学家）	I10647
皮亚诺公理	I10665
皮埃尔·伽桑狄	I10667
皮埃尔·居里	I10668
皮尔森相关系数	I10670
皮影戏（民间传统艺术）	I10671
皮锡瑞	I10673
监察机关	I10683
监护制度	I10684
监狱制度	I10685
盖乌斯·尤利乌斯·恺撒（罗马共和国独裁官）	I10688
盖伦（古罗马时代医学家）	I10689
盖瑞·贝克	I10693
盗梦空间	I10694
盘古（中国上古神话人物）	I10696
盛一伦	I10703
目标（公司名称）	I10709
目的论	I10710
直接选举	I10719
直角尺	I10722
直辖市	I10723
相互作用论	I10729
相似性	I10732
相关系数	I10734
相对价格	I10738
相对分子质量	I10739
相对原子质量	I10740
相对性理论	I10742
相对论（关于时空和引力的基本理论）	I10744
相对速度	I10745
相控阵雷达	I10747
省部级副职	I10760
省部级官员	I10761
看不见的手（经济学术语）	I10764
真实事件	I10766
真实的人类（2015年英国和美国共同翻拍电视剧）	I10767
真核生物	I10768
真理标准大讨论	I10771
真理（哲学概念）	I10772
真相（p.d.詹姆斯所著小说）	I10773
真菌	I10775
眼科（常见的眼科疾病）	I10777
瞬时变化率	I10780
矛盾律	I10781
知识产权（法治概念）	I10783
知识创造	I10785
短篇小说（小说的形式之一）	I10789
矮星	I10790
矮行星	I10791
石中玉	I10792
石器时代（考古学家假定的时间区段概念）	I10795
石墨（矿物）	I10799
石油	I10811
石油化学（化学学科分支）	I10813
石油开采	I10816
石碑（3、泛指各种纪念指向碑刻）	I10821
研发成本	I10831
研究方法	I10833
研究生教育（广义名词解释）	I10834
破产保护	I10836
破四旧	I10837
破折号	I10838
硕士	I10840
硕士学位	I10841
硬件	I10844
硬件中断	I10845
硬件系统	I10847
碳循环	I10857
碳排放	I10858
磁化强度	I10861
磁场（h·b·达哇所著图书）	I10862
磁性	I10867
磁悬浮技术	I10868
磁石	I10869
礁盘	I10870
礼乐制	I10871
礼记（儒家经典书籍）	I10876
礼部侍郎	I10877
社会主义体制	I10880
社会主义初级阶段	I10881
社会主义初级阶段主要矛盾	I10882
社会主义制度	I10883
社会主义市场经济体制	I10885
社会主义建设总路线	I10887
社会主义道路	I10893
社会事实	I10897
社会互动	I10898
社会价值观	I10900
社会体育	I10901
社会凝聚力	I10908
社会分层	I10909
社会制度	I10910
社会医疗保险	I10911
社会发展（社会的向前运动过程）	I10912
社会史	I10913
社会契约	I10916
社会契约论（法国思想家让·雅克·卢梭1762年编著图书）	I10917
社会学习理论	I10918
社会学习论	I10919
社会学家	I10920
社会学杂志	I10921
社会学的想像力	I10922
社会学研究方法	I10923
社会学（研究社会的学科）	I10924
社会安全	I10925
社会实践（课程名称）	I10926
社会工作	I10927
社会心理	I10929
社会成本	I10930
社会控制	I10931
社会流动	I10935
社会物理学	I10937
社会状态	I10938
社会现象（社会学名词）	I10939
社会福利（社会学名词）	I10942
社会科学研究（四川省社会科学院理论刊物）	I10943
社会科学（上海社会科学院主管的期刊）	I10944
社会秩序	I10945
社会系统	I10947
社会组织	I10948
社会经济学	I10949
社会行为	I10951
社会规范	I10952
社会调查	I10953
社会责任感	I10955
社会运行	I10957
社会进步	I10958
社会问题	I10959
社会（在特定环境下形成的个体间的存在关系的总和）	I10961
社区（综合基础的群众基础机构）	I10963
社团主义	I10964
社学	I10965
社工	I10966
社群	I10968
祝由	I10978
祝由科	I10979
神农本草经	I10981
神农本草经读	I10982
神医扁鹊（传说）	I10985
神器（西方神话中的神器）	I10986
神机制敌太白阴经	I10991
神秘主义	I10995
神经心理学	I10997
神经成像	I10998
神经科学	I10999
神经经济学	I11000
神经网络（书籍）	I11001
神经质	I11002
神经（心理学词语解释；生物学、医学名词）	I11003
神话故事（人类幻想性散文作品）	I11006
神话（2010年胡歌、白冰主演的穿越玄幻电视剧）	I11008
神话（民间文学及实体化现）	I11009
神话（词语解释）	I11010
神谕（宗教文化）	I11013
票房（电影或戏剧的商业销售情况）	I11020
福利国家	I11032
福利经济学（经济学分支学科）	I11033
福建	I11048
福格森	I11059
禹贡	I11066
离子	I11068
离子键（化学键）	I11069
离散数学（耿素云主编书籍）	I11072
离骚（屈原诗作）	I11073
私有财产（名词解释）	I11086
秋收起义（1927年毛泽东、卢德铭领导的武装起义）	I11092
秋祭	I11097
种加词	I11099
种子植物	I11100
种子（种子植物的繁殖体）	I11101
科举制度	I11104
科学中药	I11105
科学划界	I11107
科学发展观	I11108
科学哲学（从哲学角度考察科学的一门学科）	I11109
科学实验	I11110
科学家（从事科学研究的人群）	I11111
科学技术	I11113
科学教育专业	I11115
科学计算	I11118
科学（实践方法）	I11119
科学（认识世界的实践方法）	I11121
科幻小说	I11122
科技进步	I11126
科普知识	I11128
科研项目	I11129
秦九韶	I11141
秦伯未	I11143
秦国（周朝时期诸侯国）	I11147
秦始皇陵	I11148
秦岭（中国地理南北分界山脉秦岭）	I11155
秦律	I11156
秦承祖	I11157
秦朝	I11162
秦简（周秦两代秦国遗留下来的简牍）	I11173
移动平均线	I11180
移动设备	I11182
稀缺性	I11186
程序员（职业）	I11191
程序法	I11192
程序设计	I11193
程序（管理名词）	I11195
程度（电视剧《人民的名义》人物）	I11196
程门雪	I11202
税率	I11207
穆斯林	I11209
穆罕默德	I11211
空手道（发源于琉球地区的一种武术）	I11214
空间代码	I11218
空间关系	I11219
空间分析	I11221
空间化学	I11222
空间技术	I11224
空间经济学	I11226
空间（科学名词）	I11227
突厥	I11232
立法原则	I11249
立法机关	I11251
竞争优势（管理学术语）	I11255
章次公	I11263
端午节（中国传统节日）	I11268
端口号	I11269
笛卡尔主义	I11273
笛卡尔（近代法国哲学家、物理学家、数学家）	I11274
符号互动	I11275
符号互动论	I11276
符号化	I11277
符号学	I11278
符号计算	I11280
笩駄摩那	I11282
第一个五年计划	I11284
第一人称（普京自传）	I11285
第一学历	I11287
第七艺术	I11298
第七艺术宣言	I11299
第三世界	I11300
第三批本科	I11302
第九交响曲	I11304
第二产业	I11305
第二国际	I11306
第二次世界大战（20世纪30-40年代由德意日法西斯发动的战争）	I11309
第二次国共合作	I11311
第二次鸦片战争	I11314
第五代战斗机	I11315
第八艺术	I11318
第六次全国人口普查	I11319
等离子体	I11325
等级线性模型	I11327
签证（出入境管理机构一种文件）	I11333
简单的音乐	I11334
简算	I11335
算命（推测人命运休咎之行为）	I11336
算术	I11337
算法	I11339
算法与数据结构（张永、李睿、年福忠主编书籍）	I11340
算法分析	I11341
管仲（春秋时期齐国政治家）	I11345
管理委员会	I11348
管理学（综合性交叉学科）	I11349
管理心理学（心理学下属学科）	I11351
管理经济学（经济学分支）	I11355
管理风格	I11356
管理风险	I11357
篮球（球类运动）	I11361
米兰（意大利第二大城市）	I11362
米勒（声波电动牙刷品牌）	I11363
米德	I11366
类unix系统	I11372
类和对象	I11373
类型系统	I11374
类星体（类似恒星的天体）	I11375
粒子	I11376
粒子加速器	I11377
粒子物理学	I11378
粤语流行音乐	I11389
粤语（汉藏语系下的语言）	I11390
精气学说	I11393
精确度	I11395
精神决定论	I11397
精神分析	I11398
精神分析学	I11399
精神分析学派	I11400
精神分析法	I11401
精神医学（一门医学专科）	I11402
精神哲学	I11403
精神现象学	I11405
精神病医生	I11407
精神病学家	I11408
精神病（心理障碍疾病）	I11409
精神症状	I11410
精神的力量（哈尔滨工业大学出版社2010年版图书）	I11411
精神科	I11412
精神科医师	I11413
系统	I11421
系统架构师	I11427
系统调用	I11428
系统资源	I11429
系统软件	I11430
系辞	I11432
素描（素描美图）	I11433
索伦·克尔凯郭尔（丹麦宗教哲学心理学家、诗人）	I11435
索伦·奥贝·克尔凯郭尔	I11436
索尼（日本著名企业）	I11437
索引（数据库术语）	I11438
索福克勒斯	I11440
紫外辐射	I11443
红卫兵（群团组织）	I11447
红外天文学	I11449
红外滤光片	I11450
红外线（波长介于微波与可见光之间的电磁波）	I11451
红外辐射	I11452
红豆杉（红豆杉属植物通称）	I11473
纤维丛	I11475
纤维（生物及化学概念）	I11476
约分	I11477
约瑟夫·冯·夫琅和费	I11481
约瑟夫·拉格朗日	I11483
约瑟夫·维萨里奥诺维奇·斯大林	I11484
约翰·冯·诺依曼	I11487
约翰·冯诺依曼奖	I11488
约翰·卡尔·弗里德里希·高斯	I11489
约翰·古腾堡	I11490
约翰·希克斯	I11492
约翰·弗兰斯蒂德	I11494
约翰·戈特利布·费希特	I11495
约翰·杜威	I11496
约翰·梅纳德·凯恩斯	I11497
约翰·洛克（英国哲学家）	I11499
约翰·特里	I11500
约翰·科里	I11501
约翰·穆勒	I11502
约翰·肯尼迪	I11504
约翰·道尔顿	I11507
约翰·阿奇博尔德·惠勒	I11508
约翰·默里	I11512
约翰尼斯·开普勒	I11513
纪事本末体	I11518
纪传体	I11519
纪元（地球纪元）	I11520
纪录片（电影或电视艺术形式）	I11522
纪昀	I11529
纯粹数学	I11532
纯粹理性批判	I11533
纯银	I11534
纲鉴	I11535
纲（生物学分类）	I11536
纳什均衡	I11537
纳斯·鲍林	I11538
纳米技术（物理学术语）	I11540
纳粹	I11543
纳粹德国（国家名称）	I11548
纸钞	I11553
纽伦堡（德国东南部城市）	I11554
纽埃	I11555
纽约时报	I11556
纽约（2009年电影）	I11559
纽约（美国第一大城市）	I11560
线性代数（数学分支学科）	I11561
线性代数（线性代数（经管类·简明版）/吴赣昌主编）	I11562
线性回归	I11563
线程	I11567
组构	I11569
细分	I11574
细胞分化	I11575
细胞分泌	I11576
细胞分裂（生物学名词）	I11578
细胞学	I11580
细胞学说	I11581
细胞生物学（一门科学）	I11583
织体	I11587
终于明白	I11590
终极目标（2003年马卫军编剧内地电视剧）	I11593
终止符	I11594
经典力学	I11598
经典条件反射	I11600
经典物理学	I11601
经典电磁学	I11602
经学历史	I11604
经方	I11605
经济中心	I11607
经济价值	I11608
经济体	I11609
经济体系	I11611
经济制裁	I11613
经济危机	I11614
经济合作与发展组织	I11618
经济圈	I11620
经济地理学（地理学名词）	I11621
经济均衡	I11622
经济复苏	I11624
经济学	I11627
经济学原理（n.格里高利·曼昆著经济学教材）	I11629
经济学家（拥有原创的经济学基础理论的经济学人）	I11630
经济学帝国主义	I11631
经济学派	I11632
经济成本	I11638
经济收益	I11641
经济效率	I11642
经济数据	I11643
经济民族主义	I11644
经济法（法律部门）	I11645
经济物品	I11646
经济物理学	I11647
经济特科	I11648
经济理论	I11649
经济社会学（经济学与社会学的交叉学科）	I11650
经济萧条	I11652
经济诱因	I11656
经济转型	I11658
经济适用房	I11659
经纬仪	I11662
经纬度	I11663
经纬线	I11664
经线	I11665
经络学说	I11666
经络（科普知识）	I11667
经院哲学	I11672
经验主义	I11673
经验论	I11674
结构主义	I11677
结构功能主义	I11678
结构性失业	I11679
结社自由	I11683
结绳记事	I11685
绝对优势	I11689
绝对广量指标	I11690
绝对时间	I11691
绝对空间	I11692
绝对精神	I11693
统一资源定位符	I11697
统计分析（商业智能）	I11699
统计力学（物理学概念）	I11700
统计员	I11701
统计学（一级学科）	I11702
统计调查	I11703
维也纳（奥地利首都、世界音乐之都）	I11716
维克多·弗兰克	I11717
维医	I11719
维吾尔族	I11720
维吾尔语	I11721
维基百科	I11723
维塔（日本动漫《魔法少女奈叶》系列中的人物）	I11724
维多利亚时代	I11725
维度	I11728
维格纳	I11730
维管束植物	I11732
维达尔·白兰士	I11733
编年体	I11743
编年体通史	I11744
编年史（历史记录方式）	I11745
编码理论	I11747
编码（计算机术语）	I11748
编程语言	I11749
缪斯（希腊神话中的一系列神祇）	I11756
缺省	I11758
网络中心战	I11767
网络文学（以互联网为载体的文学）	I11774
网络身份证	I11777
网路	I11779
网际网络	I11780
网页浏览器	I11782
罗伯特·波义耳	I11786
罗伯特·赫德	I11790
罗斯贝	I11801
罗杰·培根	I11803
罗杰·潘洛斯	I11804
罗洛·梅	I11809
罗纳德·哈里·科斯	I11819
罗马史（商务印书馆2004年版图书）	I11823
罗马帝国（古代罗马文明的一个阶段）	I11826
罗马帝国（古罗马文明的一个阶段）	I11827
罗马皇帝	I11829
罚款	I11831
羌族	I11835
美人鱼（2006年美国电影）	I11837
美国中央情报局	I11842
美国中西部	I11843
美国人（2009年安东·寇班执导美国电影）	I11844
美国国会（美国最高立法机关）	I11849
美国国债	I11850
美国国家科学院	I11852
美国国籍	I11853
美国心理学会	I11860
美国版权法	I11872
美国社会学	I11873
美国经济	I11875
美国经济学会	I11876
美国经济评论	I11877
美国计算机协会	I11880
美国（红色警戒2mod心灵终结3.0盟军子阵营）	I11882
美国（美利坚合众国）	I11883
美学（中国哲学二级学科）	I11884
美德伦理学	I11887
美济岛	I11889
美的集团	I11891
美索不达米亚（jeanbottero著图书）	I11892
羽毛球（体育项目）	I11897
耀变体	I11904
老中医（解决临床疑难问题的医者）	I11905
老人	I11906
老化（化学名词）	I11907
老子（道家学派创始人）	I11911
老年人口	I11913
老年学	I11914
老挝	I11916
老普林尼	I11917
老鼠（啮齿目动物）	I11918
考古天文学	I11922
考底利耶	I11924
耆那教	I11926
耶鲁大学	I11939
聆听音乐	I11943
聊城市通力电梯有限公司	I11944
职业培训	I11946
职业教育（教育）	I11948
职业犯	I11949
职业生涯	I11950
联合军事演习	I11957
联合国儿童基金会	I11960
联合国大会	I11962
联合国大会第2758号决议	I11963
联合国安全理事会	I11964
联合国安全理事会常任理事国	I11965
联合国教育、科学及文化组织	I11967
联合国粮食及农业组织	I11968
联合国（国际组织）	I11969
联合工会	I11970
联想集团	I11972
联邦储备系统	I11976
联邦制	I11978
联邦法院	I11979
肘后备急方（医史文献）	I11990
肝炎	I11991
股票期权	I11998
股票（股份公司发行的所有权凭证）	I11999
肥胖症	I12001
肯迪	I12004
肺炎	I12005
肿瘤分期	I12007
胆囊结石	I12010
胎儿性别鉴定	I12012
胡塞尔	I12017
胡日德乐队	I12020
胡歌（中国内地男演员）	I12023
胡耀邦（中华人民共和国的主要领导人之一）	I12027
胡适	I12030
胡锦涛	I12032
胶子	I12034
胶片	I12036
胺基酸	I12037
能源矿产	I12041
能源（向自然界提供能量转化的物质）	I12042
能见度	I12043
能量传递	I12045
能量守恒	I12046
脉冲星（有10^7—10^14t强磁场的快速自转中子星）	I12047
脉经	I12049
脉象	I12050
脑损伤	I12052
脚本语言	I12054
脚本（企业品牌）	I12055
脱氧核糖核酸	I12057
腿毛	I12066
自交	I12071
自养生物	I12072
自动上链机芯	I12073
自动化控制	I12074
自动机理论	I12076
自动调节	I12078
自卑感	I12079
自变量	I12080
自慰	I12081
自我学习	I12083
自我实现	I12084
自旋电子学	I12088
自杀论	I12089
自然主义文学	I12091
自然哲学（哲学学科）	I12093
自然地理	I12094
自然地理学	I12095
自然垄断	I12096
自然数	I12100
自然权利	I12103
自然派	I12106
自然物体	I12107
自然状态	I12108
自然现象	I12109
自然生态系统	I12111
自然界	I12112
自然遗产	I12117
自由协会	I12119
自由意志（哲学概念）	I12123
自由空间（无任何多径的传播空间）	I12126
自由联想	I12127
自由贸易	I12129
自由贸易区	I12130
自由软件	I12135
自由软件基金会	I12136
自由软件运动	I12137
自行开发	I12139
致命录像带	I12149
致我们终将逝去的青春（2007年辛夷坞著言情小说）	I12151
舍入误差	I12154
舞台调度	I12161
舞者（微电影）	I12163
舞蹈表演	I12164
舞龙舞狮（中国民间习俗）	I12169
航拍（摄影术语）	I12171
航空母舰（大型水面舰艇）	I12179
色情	I12196
色球	I12197
色谱仪	I12198
艺术家（法国2011年迈克尔·哈扎纳维希乌斯执导影片）	I12200
艺术形式（对艺术形式的解释）	I12202
艺术效果	I12204
艺术特色	I12205
艺术设计（艺术学科）	I12206
艺术（文化名词）	I12208
艾丁湖	I12210
艾伦·麦席森·图灵	I12212
艾兹格·迪科斯彻	I12213
艾宾浩斯	I12214
艾尔伯图斯·麦格努斯	I12215
艾森克	I12217
艾滋病	I12218
艾灸	I12219
艾瑞克·弗洛姆	I12220
艾萨克·牛顿	I12223
芝加哥大学	I12239
芝加哥学派	I12240
芝加哥经济学派	I12241
芝加哥（美国伊利诺伊州城市）	I12242
芬兰大学	I12250
芬兰（芬兰共和国）	I12251
芭蕾舞剧	I12252
花雅之争	I12261
苏-35战斗机	I12266
苏州古典园林	I12273
苏州港	I12277
苏州（江苏省地级市）	I12280
苏敬（唐代药学家）	I12282
苏格兰	I12285
苏格拉底反诘法	I12286
苏格拉底（古希腊著名哲学家）	I12287
苏美人	I12296
苏联	I12297
苏联马克思主义	I12306
苏轼（北宋文学家）	I12310
苗医	I12311
苗族	I12313
苗族芦笙舞	I12314
苯教	I12321
英国巴克莱银行	I12327
英国戏剧	I12328
英国皇家海军	I12330
英国（大不列颠及北爱尔兰联合王国）	I12333
英格兰	I12341
英格玛·伯格曼（瑞典导演、编剧、制作人）	I12343
英特尔	I12345
英语单词	I12348
英语（语言）	I12350
英里（英制长度单位）	I12351
英镑	I12352
英雄时代（2013年李大为导演史诗宏篇巨著电视连续剧）	I12354
苹果公司	I12357
苹果（伊朗1998年莎米拉·玛克玛尔巴夫执导电影）	I12360
范式（数据库术语）	I12371
范式（科学学概念）	I12372
范成大	I12374
范杜能	I12376
范植伟	I12377
范畴论	I12378
范畴（哲学概念）	I12379
范艾伦辐射带	I12380
荀子（战国末期赵国思想家、教育家）	I12392
荒漠化	I12411
荣庆	I12415
荣誉教授	I12419
药学（医药学学科）	I12422
药物化学（学科）	I12423
药用植物（医药学术语）	I12426
药膳	I12428
荷兰	I12430
荷马史诗	I12432
荷马（古希腊诗人）	I12433
莫里斯·梅洛-庞蒂	I12447
莫顿（《赛尔号》中角色）	I12448
莫高窟	I12449
莱昂内尔·罗宾斯	I12452
莱昂哈德·欧拉	I12453
莱昂纳多·迪卡普里奥	I12455
莱曼·弗兰克·鲍姆	I12456
莱比锡大学	I12457
菲利普斯曲线	I12467
菲尔兹奖	I12468
菲尔多西	I12469
菲律宾（菲律宾共和国）	I12474
营养不良	I12479
营口港	I12481
萧子显	I12486
萨拉曼卡学派	I12494
萨斯（土耳其加拉塔萨雷足球俱乐部球员）	I12495
萨珊王朝	I12498
萨赫勒地带	I12500
萨麦尔（神话中的恶魔）	I12501
落地签证	I12503
著微	I12507
葛洪（东晋道教学家、化学家、医药学家）	I12508
董建（济南文艺广播主持人）	I12520
蒂姆·伯纳斯·李	I12523
蒂托·李维	I12525
蒋介石	I12526
蒙医	I12535
蒙古国	I12541
蒙古族	I12544
蒙德极小期	I12547
蒙拉	I12549
蒙特·卡罗方法	I12551
蒲辅周	I12556
蒸发量	I12557
蒸汽火车	I12558
蓝光光碟	I12560
蓝色基因（超级计算机的名）	I12568
蔡志强（童星演员）	I12576
藏传佛教	I12592
藏南地区	I12594
藏族	I12595
藏象	I12597
虚拟内存	I12609
虚拟机	I12612
虚无主义	I12613
蛋白质组学	I12631
螺旋星系	I12640
螺旋臂	I12641
血族（吉尔莫·德尔·托罗执导fx电视网剧集）	I12645
血液循环	I12646
血缘关系（由婚姻或生育而产生的人际关系）	I12648
行业	I12649
行为主义学派	I12651
行为主义心理学	I12652
行为主义理论	I12653
行为主义革命	I12654
行为主义（美国现代心理学主要流派之一）	I12655
行为学派	I12656
行为心理学（心理学流派）	I12657
行为模式	I12658
行为经济学（经济学下属学科）	I12660
行动（汉语词组）	I12663
行政人员	I12665
行政区划	I12668
行政机关	I12674
行政法（国家行政管理的法律、法规）	I12678
行星状星云	I12686
行星科学	I12687
行星系	I12688
街舞	I12690
补肺阿胶散	I12698
表演艺术（艺术门类）	I12701
袁黄	I12712
裴松之	I12726
裴秀	I12727
西亚（地理名词）	I12741
西佛星系	I12746
西北干旱半干旱区	I12748
西北政法大学	I12749
西南地区（中华人民共和国地理分区）	I12752
西南政法大学	I12753
西塞罗（古罗马著名政治家）	I12759
西安事变（1936年12月12日张学良和杨虎城发动的兵谏）	I12763
西安交通大学	I12765
西安医学院	I12766
西安电力电子技术研究所	I12767
西安（陕西省会、十三朝古都）	I12768
西方哲学	I12773
西方哲学史（西方哲学的发展历史）	I12774
西方国家	I12775
西方戏剧	I12776
西方文化	I12777
西方文明	I12778
西方音乐（起源于欧洲的音乐）	I12780
西方马克思主义	I12781
西格蒙德·弗洛伊德	I12784
西汉	I12786
西沙群岛	I12788
西湖（浙江省杭州市西湖）	I12797
西班牙文	I12805
西班牙语（语言）	I12807
西蒙（《妖精的尾巴》人物）	I12813
西蒙（美国剧作家）	I12814
西藏流亡政府	I12816
西藏（西藏自治区）	I12818
西部地区	I12824
西非	I12828
西餐	I12829
见鬼（1、人看见鬼魂	I12836
观察法	I12838
规模经济	I12846
规范性	I12847
规范玻色子	I12848
规范经济学	I12850
视差（视觉名词）	I12852
视星等	I12853
视觉暂留	I12855
角分	I12857
角度测量	I12858
角色（名词）	I12860
解剖学	I12862
解放战争（第三次国内革命战争）	I12865
解构主义	I12867
解离常数	I12869
解释器	I12870
解释学	I12872
言情小说（小说流派）	I12873
言论自由	I12874
詹姆斯·布坎南（美国第15任总统）	I12877
詹姆斯·杜威·沃森	I12878
计划	I12879
计划生育	I12880
计划经济	I12881
计算几何	I12882
计算器	I12883
计算复杂性理论	I12884
计算数学	I12885
计算机	I12888
计算机世界	I12889
计算机制图	I12890
计算机协会	I12891
计算机图形学	I12892
计算机安全	I12893
计算机工程	I12894
计算机平台	I12895
计算机技术	I12896
计算机操作系统（计算机系统软件）	I12897
计算机模拟	I12898
计算机科学与技术专业	I12901
计算机科学家	I12902
计算机科学（一门科学领域）	I12903
计算机科学（期刊名称）	I12904
计算机系统结构（机器语言机器级的结构）	I12909
计算机组成（系统结构的逻辑实现）	I12910
计算机网络（连接分散计算机设备以实现信息传递的系统）	I12911
计算机视觉	I12912
计算机辅助工程（上海海事大学主办杂志）	I12913
计算神经科学	I12915
计量革命	I12919
认知主义	I12923
认知偏差	I12924
认知心理学（一种心理学研究方向）	I12925
认知心理学（具有自由意志特征的认知模型）	I12926
认知神经科学	I12927
认知科学（学科概念）	I12928
认知行为治疗	I12930
认知革命	I12932
认识论（哲学分支学科）	I12934
让-雅克·卢梭	I12936
让·勒朗·达朗贝尔	I12937
让·皮亚杰	I12938
记忆体	I12945
记忆恢复	I12947
记忆（人类思维中信息内容的储备与使用过程）	I12948
记谱法	I12949
讲师	I12950
许可（公务员考试培训讲师）	I12952
许浚（朝鲜医学家）	I12958
许海峰（中国男子射击队运动员、中国奥运金牌第一人）	I12959
论文	I12963
论法的精神	I12964
设备驱动	I12969
访谈法	I12972
访问教授	I12974
证伪	I12975
证据（法律学术语）	I12979
评剧	I12980
评论家	I12982
诗经（中国最早诗歌总集）	I12987
话剧	I12990
语言哲学	I12994
语言文字	I12996
语言（人类交际工具）	I12999
诸华	I13010
诸子百家（春秋战国时期学术派别的总称）	I13012
诸病源候论	I13013
诺伯特·维纳	I13016
诺基亚	I13019
诺姆·乔姆斯基	I13021
诺曼·安吉尔	I13022
诺贝尔化学奖	I13024
诺贝尔奖（以瑞典化学家诺贝尔命名的奖项）	I13026
诺贝尔文学奖	I13027
诺贝尔物理学奖	I13028
诺贝尔生理学或医学奖	I13029
诺贝尔经济学奖	I13030
调休	I13034
调性	I13037
调查对象	I13039
谈允贤（明代女医师）	I13042
谢林（江西师范大学音乐学院教授）	I13050
谱线	I13067
象征主义	I13073
豫剧	I13075
贝克（美国军用望远镜品牌）	I13081
贝奈戴托·克罗齐	I13082
贝尔（中式箱包品牌）	I13085
贝拉·巴拉兹	I13087
贞观律	I13092
负增长	I13094
负面影响	I13096
贡布（西藏野生动物保护协会副会长）	I13097
财富（世界著名财经杂志）	I13100
财政学（政治经济学--分支）	I13101
财政赤字	I13104
财神（道教神明）	I13106
货币供给	I13111
货币学派	I13112
货币政策（经济金融政策）	I13114
货币数量论	I13115
货币经济学（经济学分支学科）	I13116
货币联盟	I13117
货币（一种关于交换权的契约）	I13119
质子数	I13125
质子（亚原子粒子）	I13126
质性研究	I13127
质数	I13128
质点	I13129
质谱	I13130
质谱仪	I13131
质量守恒定律	I13132
贫困问题	I13135
贫富差距	I13137
购买力	I13138
购买力平价	I13139
贵州（中华人民共和国省级行政区）	I13152
贸易保护主义（国际贸易理论或政策）	I13159
贸易利得	I13160
贸易壁垒	I13163
贸易顺差	I13165
费马大定理（数学史上著名的定理）	I13168
资优生	I13182
资料库	I13183
资本主义制度	I13184
资本主义社会	I13185
资本主义（私有制经济制度）	I13188
资本市场（市场形态之一）	I13189
资本结构	I13190
资本论（卡尔·马克思著作）	I13191
资本（政治经济学或经济学基本概念）	I13193
资治通鉴	I13194
资源（经济学名词）	I13198
资讯革命	I13199
赋值	I13201
赋格	I13202
赖特·米尔斯	I13206
赛奇	I13208
赛车	I13210
赛马（桌面游戏）	I13211
赞美诗（赞美上帝的诗歌）	I13213
赫伯特·斯宾塞	I13225
赫尔曼·艾宾浩斯	I13228
赫尔辛基大学	I13229
赫尔辛基宣言	I13230
赫西俄德	I13232
赵宏斌（上海财经大学公共经济与管理学院副教授）	I13245
赵紫阳（中华人民共和国中央军委副主席）	I13260
赵绍琴	I13261
超大城市（城区常住人口1000万以上的城市）	I13269
超大质量黑洞	I13270
超对称理论	I13271
超导态	I13272
超新星残骸	I13275
超新星爆发	I13276
超新星爆炸	I13277
超新星遗迹	I13278
超新星（恒星演化过程中的一个阶段）	I13279
超新星（日本动漫《海贼王》中一类角色）	I13280
超星系团	I13281
超流体	I13282
超级大国	I13283
超级大坏蛋（美国2010年汤姆·麦克格雷斯执导动画片）	I13284
超级电脑（疯狂冰咆哮创作小说）	I13285
超级神冈探测器	I13286
超级计算机	I13289
超自然力量	I13290
超自然（超越自然科学常规范围一种极端现象）	I13291
超高温	I13293
越南	I13296
越轨行为	I13306
跑步（运动健身类方法）	I13311
跨领域	I13317
路德维希·凡·贝多芬	I13320
路德维希·维特根斯坦	I13321
路德维希·贝什米特	I13322
路易斯·普林斯	I13323
路易斯酸碱理论	I13324
路由器	I13325
路透社	I13329
踏摇娘	I13333
身体机能	I13334
轫致辐射	I13342
转置	I13344
软件产业	I13350
软件工程（学科）	I13353
软件开发	I13354
软件框架	I13355
软件许可证	I13356
软件设计模式	I13357
软件（按照特定顺序组织的计算机数据和指令的集合）	I13358
轻子	I13362
辐射化学	I13372
辛亥革命（1911年中国爆发的民主革命）	I13376
辛夷散	I13379
辛德勒的名单	I13381
辩士学派	I13387
辩论	I13388
辩证唯物主义	I13389
辩证法	I13390
边际主义	I13394
边际利润	I13395
边际成本	I13396
边际收益	I13397
边际革命	I13398
辽宁号航空母舰	I13407
辽宁（中华人民共和国省级行政区）	I13416
达美航空	I13431
达赖喇嘛·丹增嘉措	I13434
过敏性鼻炎	I13436
过渡层	I13437
过渡时期（由一个阶段发展到另一个阶段）	I13438
迈蒙尼德	I13441
运作模式	I13443
运动型汽车	I13444
运动学	I13445
运动竞赛	I13447
运动速度（物理学科概念）	I13448
运动（马列主义词汇）	I13449
运筹学（管理类专业基础课）	I13450
运行环境	I13452
运输基建办公室	I13453
近地天体	I13456
还原性	I13458
还原物	I13459
这群人	I13460
这里的黎明静悄悄（前苏联作家瓦西里耶夫代表作小说）	I13461
进动	I13463
进化心理学	I13464
进化生物学	I13465
进化论（生物学理论）	I13467
进程	I13471
远古（原始社会）	I13477
远红外线	I13478
连云港港（连云港港口名）	I13481
连贯（原中共中央对外联络部副部长）	I13491
连通性	I13492
迦旃延	I13495
迪米特里·彼得连科	I13499
迷失（美国abc电视台出品连续剧）	I13501
迷恋（法德1981年安德烈·祖拉斯基执导电影）	I13502
逆向选择	I13509
