4781
.cn	I2
看不见的手（经济学术语）	I3359
真实事件	I3360
真实的人类（2015年英国和美国共同翻拍电视剧）	I3361
真核生物	I3362
真理标准大讨论	I3363
真理（哲学概念）	I3364
真相（p.d.詹姆斯所著小说）	I3365
真菌	I3366
眼科（常见的眼科疾病）	I3367
瞬时变化率	I3368
矛盾律	I3369
知识产权（法治概念）	I3370
知识创造	I3371
短篇小说（小说的形式之一）	I3372
矮星	I3373
矮行星	I3374
石中玉	I3375
石器时代（考古学家假定的时间区段概念）	I3376
石墨（矿物）	I3377
石油	I3378
石油化学（化学学科分支）	I3379
石油开采	I3380
石碑（3、泛指各种纪念指向碑刻）	I3381
研发成本	I3382
研究方法	I3383
研究生教育（广义名词解释）	I3384
破产保护	I3385
破四旧	I3386
破折号	I3387
硕士	I3388
硕士学位	I3389
硬件	I3390
硬件中断	I3391
硬件系统	I3392
碳循环	I3393
碳排放	I3394
磁化强度	I3395
磁场（h·b·达哇所著图书）	I3396
磁性	I3397
磁悬浮技术	I3398
磁石	I3399
礁盘	I3400
礼乐制	I3401
礼记（儒家经典书籍）	I3402
礼部侍郎	I3403
社会主义体制	I3404
社会主义初级阶段	I3405
社会主义初级阶段主要矛盾	I3406
社会主义制度	I3407
社会主义市场经济体制	I3408
社会主义建设总路线	I3409
社会主义道路	I3410
社会事实	I3411
社会互动	I3412
社会价值观	I3413
社会体育	I3414
社会凝聚力	I3415
社会分层	I3416
社会制度	I3417
社会医疗保险	I3418
社会发展（社会的向前运动过程）	I3419
社会史	I3420
社会契约	I3421
社会契约论（法国思想家让·雅克·卢梭1762年编著图书）	I3422
社会学习理论	I3423
社会学习论	I3424
社会学家	I3425
社会学杂志	I3426
社会学的想像力	I3427
社会学研究方法	I3428
社会学（研究社会的学科）	I3429
社会安全	I3430
社会实践（课程名称）	I3431
社会工作	I3432
社会心理	I3433
社会成本	I3434
社会控制	I3435
社会流动	I3436
社会物理学	I3437
社会状态	I3438
社会现象（社会学名词）	I3439
社会福利（社会学名词）	I3440
社会科学研究（四川省社会科学院理论刊物）	I3441
社会科学（上海社会科学院主管的期刊）	I3442
社会秩序	I3443
社会系统	I3444
社会组织	I3445
社会经济学	I3446
社会行为	I3447
社会规范	I3448
社会调查	I3449
社会责任感	I3450
社会运行	I3451
社会进步	I3452
社会问题	I3453
社会（在特定环境下形成的个体间的存在关系的总和）	I3454
社区（综合基础的群众基础机构）	I3455
社团主义	I3456
社学	I3457
社工	I3458
社群	I3459
祝由	I3460
祝由科	I3461
神农本草经	I3462
神农本草经读	I3463
神医扁鹊（传说）	I3464
神器（西方神话中的神器）	I3465
神机制敌太白阴经	I3466
神秘主义	I3467
神经心理学	I3468
神经成像	I3469
神经科学	I3470
神经经济学	I3471
神经网络（书籍）	I3472
神经质	I3473
神经（心理学词语解释；生物学、医学名词）	I3474
神话故事（人类幻想性散文作品）	I3475
神话（2010年胡歌、白冰主演的穿越玄幻电视剧）	I3476
神话（民间文学及实体化现）	I3477
神话（词语解释）	I3478
神谕（宗教文化）	I3479
票房（电影或戏剧的商业销售情况）	I3480
福利国家	I3481
福利经济学（经济学分支学科）	I3482
福建	I3483
福格森	I3484
禹贡	I3485
离子	I3486
离子键（化学键）	I3487
离散数学（耿素云主编书籍）	I3488
离骚（屈原诗作）	I3489
私有财产（名词解释）	I3490
秋收起义（1927年毛泽东、卢德铭领导的武装起义）	I3491
秋祭	I3492
种加词	I3493
种子植物	I3494
种子（种子植物的繁殖体）	I3495
科举制度	I3496
科学中药	I3497
科学划界	I3498
科学发展观	I3499
科学哲学（从哲学角度考察科学的一门学科）	I3500
科学实验	I3501
科学家（从事科学研究的人群）	I3502
科学技术	I3503
科学教育专业	I3504
科学计算	I3505
科学（实践方法）	I3506
科学（认识世界的实践方法）	I3507
科幻小说	I3508
科技进步	I3509
科普知识	I3510
科研项目	I3511
秦九韶	I3512
秦伯未	I3513
秦国（周朝时期诸侯国）	I3514
秦始皇陵	I3515
秦岭（中国地理南北分界山脉秦岭）	I3516
秦律	I3517
秦承祖	I3518
秦朝	I3519
秦简（周秦两代秦国遗留下来的简牍）	I3520
移动平均线	I3521
移动设备	I3522
稀缺性	I3523
程序员（职业）	I3524
程序法	I3525
程序设计	I3526
程序（管理名词）	I3527
程度（电视剧《人民的名义》人物）	I3528
程门雪	I3529
税率	I3530
穆斯林	I3531
穆罕默德	I3532
空手道（发源于琉球地区的一种武术）	I3533
空间代码	I3534
空间关系	I3535
空间分析	I3536
空间化学	I3537
空间技术	I3538
空间经济学	I3539
空间（科学名词）	I3540
突厥	I3541
立法原则	I3542
立法机关	I3543
竞争优势（管理学术语）	I3544
章次公	I3545
端午节（中国传统节日）	I3546
端口号	I3547
笛卡尔主义	I3548
笛卡尔（近代法国哲学家、物理学家、数学家）	I3549
符号互动	I3550
符号互动论	I3551
符号化	I3552
符号学	I3553
符号计算	I3554
笩駄摩那	I3555
第一个五年计划	I3556
第一人称（普京自传）	I3557
第一学历	I3558
第七艺术	I3559
第七艺术宣言	I3560
第三世界	I3561
第三批本科	I3562
第九交响曲	I3563
第二产业	I3564
第二国际	I3565
第二次世界大战（20世纪30-40年代由德意日法西斯发动的战争）	I3566
第二次国共合作	I3567
第二次鸦片战争	I3568
第五代战斗机	I3569
第八艺术	I3570
第六次全国人口普查	I3571
等离子体	I3572
等级线性模型	I3573
签证（出入境管理机构一种文件）	I3574
简单的音乐	I3575
简算	I3576
算命（推测人命运休咎之行为）	I3577
算术	I3578
算法	I3579
算法与数据结构（张永、李睿、年福忠主编书籍）	I3580
算法分析	I3581
管仲（春秋时期齐国政治家）	I3582
管理委员会	I3583
管理学（综合性交叉学科）	I3584
管理心理学（心理学下属学科）	I3585
管理经济学（经济学分支）	I3586
管理风格	I3587
管理风险	I3588
篮球（球类运动）	I3589
米兰（意大利第二大城市）	I3590
米勒（声波电动牙刷品牌）	I3591
米德	I3592
类unix系统	I3593
类和对象	I3594
类型系统	I3595
类星体（类似恒星的天体）	I3596
粒子	I3597
粒子加速器	I3598
粒子物理学	I3599
粤语流行音乐	I3600
粤语（汉藏语系下的语言）	I3601
精气学说	I3602
精确度	I3603
精神决定论	I3604
精神分析	I3605
精神分析学	I3606
精神分析学派	I3607
精神分析法	I3608
精神医学（一门医学专科）	I3609
精神哲学	I3610
精神现象学	I3611
精神病医生	I3612
精神病学家	I3613
精神病（心理障碍疾病）	I3614
精神症状	I3615
精神的力量（哈尔滨工业大学出版社2010年版图书）	I3616
精神科	I3617
精神科医师	I3618
系统	I3619
系统架构师	I3620
系统调用	I3621
系统资源	I3622
系统软件	I3623
系辞	I3624
素描（素描美图）	I3625
索伦·克尔凯郭尔（丹麦宗教哲学心理学家、诗人）	I3626
索伦·奥贝·克尔凯郭尔	I3627
索尼（日本著名企业）	I3628
索引（数据库术语）	I3629
索福克勒斯	I3630
紫外辐射	I3631
红卫兵（群团组织）	I3632
红外天文学	I3633
红外滤光片	I3634
红外线（波长介于微波与可见光之间的电磁波）	I3635
红外辐射	I3636
红豆杉（红豆杉属植物通称）	I3637
纤维丛	I3638
纤维（生物及化学概念）	I3639
约分	I3640
约瑟夫·冯·夫琅和费	I3641
约瑟夫·拉格朗日	I3642
约瑟夫·维萨里奥诺维奇·斯大林	I3643
约翰·冯·诺依曼	I3644
约翰·冯诺依曼奖	I3645
约翰·卡尔·弗里德里希·高斯	I3646
约翰·古腾堡	I3647
约翰·希克斯	I3648
约翰·弗兰斯蒂德	I3649
约翰·戈特利布·费希特	I3650
约翰·杜威	I3651
约翰·梅纳德·凯恩斯	I3652
约翰·洛克（英国哲学家）	I3653
约翰·特里	I3654
约翰·科里	I3655
约翰·穆勒	I3656
约翰·肯尼迪	I3657
约翰·道尔顿	I3658
约翰·阿奇博尔德·惠勒	I3659
约翰·默里	I3660
约翰尼斯·开普勒	I3661
纪事本末体	I3662
纪传体	I3663
纪元（地球纪元）	I3664
纪录片（电影或电视艺术形式）	I3665
纪昀	I3666
纯粹数学	I3667
纯粹理性批判	I3668
纯银	I3669
纲鉴	I3670
纲（生物学分类）	I3671
纳什均衡	I3672
纳斯·鲍林	I3673
纳米技术（物理学术语）	I3674
纳粹	I3675
纳粹德国（国家名称）	I3676
纸钞	I3677
纽伦堡（德国东南部城市）	I3678
纽埃	I3679
纽约时报	I3680
纽约（2009年电影）	I3681
纽约（美国第一大城市）	I3682
线性代数（数学分支学科）	I3683
线性代数（线性代数（经管类·简明版）/吴赣昌主编）	I3684
线性回归	I3685
线程	I3686
组构	I3687
细分	I3688
细胞分化	I3689
细胞分泌	I3690
细胞分裂（生物学名词）	I3691
细胞学	I3692
细胞学说	I3693
细胞生物学（一门科学）	I3694
织体	I3695
终于明白	I3696
终极目标（2003年马卫军编剧内地电视剧）	I3697
终止符	I3698
经典力学	I3699
经典条件反射	I3700
经典物理学	I3701
经典电磁学	I3702
经学历史	I3703
经方	I3704
经济中心	I3705
经济价值	I3706
经济体	I3707
经济体系	I3708
经济制裁	I3709
经济危机	I3710
经济合作与发展组织	I3711
经济圈	I3712
经济地理学（地理学名词）	I3713
经济均衡	I3714
经济复苏	I3715
经济学	I3716
经济学原理（n.格里高利·曼昆著经济学教材）	I3717
经济学家（拥有原创的经济学基础理论的经济学人）	I3718
经济学帝国主义	I3719
经济学派	I3720
经济成本	I3721
经济收益	I3722
经济效率	I3723
经济数据	I3724
经济民族主义	I3725
经济法（法律部门）	I3726
经济物品	I3727
经济物理学	I3728
经济特科	I3729
经济理论	I3730
经济社会学（经济学与社会学的交叉学科）	I3731
经济萧条	I3732
经济诱因	I3733
经济转型	I3734
经济适用房	I3735
经纬仪	I3736
经纬度	I3737
经纬线	I3738
经线	I3739
经络学说	I3740
经络（科普知识）	I3741
经院哲学	I3742
经验主义	I3743
经验论	I3744
结构主义	I3745
结构功能主义	I3746
结构性失业	I3747
结社自由	I3748
结绳记事	I3749
绝对优势	I3750
绝对广量指标	I3751
绝对时间	I3752
绝对空间	I3753
绝对精神	I3754
统一资源定位符	I3755
统计分析（商业智能）	I3756
统计力学（物理学概念）	I3757
统计员	I3758
统计学（一级学科）	I3759
统计调查	I3760
维也纳（奥地利首都、世界音乐之都）	I3761
维克多·弗兰克	I3762
维医	I3763
维吾尔族	I3764
维吾尔语	I3765
维基百科	I3766
维塔（日本动漫《魔法少女奈叶》系列中的人物）	I3767
维多利亚时代	I3768
维度	I3769
维格纳	I3770
维管束植物	I3771
维达尔·白兰士	I3772
编年体	I3773
编年体通史	I3774
编年史（历史记录方式）	I3775
编码理论	I3776
编码（计算机术语）	I3777
编程语言	I3778
缪斯（希腊神话中的一系列神祇）	I3779
缺省	I3780
网络中心战	I3781
网络文学（以互联网为载体的文学）	I3782
网络身份证	I3783
网路	I3784
网际网络	I3785
网页浏览器	I3786
罗伯特·波义耳	I3787
罗伯特·赫德	I3788
罗斯贝	I3789
罗杰·培根	I3790
罗杰·潘洛斯	I3791
罗洛·梅	I3792
罗纳德·哈里·科斯	I3793
罗马史（商务印书馆2004年版图书）	I3794
罗马帝国（古代罗马文明的一个阶段）	I3795
罗马帝国（古罗马文明的一个阶段）	I3796
罗马皇帝	I3797
罚款	I3798
羌族	I3799
美人鱼（2006年美国电影）	I3800
美国中央情报局	I3801
美国中西部	I3802
美国人（2009年安东·寇班执导美国电影）	I3803
美国人（美国国籍的人）	I3804
美国国会（美国最高立法机关）	I3805
美国国债	I3806
美国国家科学院	I3807
美国国籍	I3808
美国心理学会	I3809
美国版权法	I3810
美国社会学	I3811
美国经济	I3812
美国经济学会	I3813
美国经济评论	I3814
美国计算机协会	I3815
美国（红色警戒2mod心灵终结3.0盟军子阵营）	I3816
美国（美利坚合众国）	I3817
美学（中国哲学二级学科）	I3818
美德伦理学	I3819
美济岛	I3820
美的集团	I3821
美索不达米亚（jeanbottero著图书）	I3822
羽毛球（体育项目）	I3823
耀变体	I3824
老中医（解决临床疑难问题的医者）	I3825
老人	I3826
老化（化学名词）	I3827
老子（道家学派创始人）	I3828
老年人口	I3829
老年学	I3830
老挝	I3831
老普林尼	I3832
老鼠（啮齿目动物）	I3833
考古天文学	I3834
考底利耶	I3835
耆那教	I3836
耶鲁大学	I3837
聆听音乐	I3838
聊城市通力电梯有限公司	I3839
职业培训	I3840
职业教育（教育）	I3841
职业犯	I3842
职业生涯	I3843
联合军事演习	I3844
联合国儿童基金会	I3845
联合国大会	I3846
联合国大会第2758号决议	I3847
联合国安全理事会	I3848
联合国安全理事会常任理事国	I3849
联合国教育、科学及文化组织	I3850
联合国粮食及农业组织	I3851
联合国（国际组织）	I3852
联合工会	I3853
联想集团	I3854
联邦储备系统	I3855
联邦制	I3856
联邦法院	I3857
肘后备急方（医史文献）	I3858
肝炎	I3859
股票期权	I3860
股票（股份公司发行的所有权凭证）	I3861
肥胖症	I3862
肯迪	I3863
肺炎	I3864
肿瘤分期	I3865
胆囊结石	I3866
胎儿性别鉴定	I3867
胡塞尔	I3868
胡日德乐队	I3869
胡歌（中国内地男演员）	I3870
胡耀邦（中华人民共和国的主要领导人之一）	I3871
胡适	I3872
胡锦涛	I3873
胶子	I3874
胶片	I3875
胺基酸	I3876
能源矿产	I3877
能源（向自然界提供能量转化的物质）	I3878
能见度	I3879
能量传递	I3880
能量守恒	I3881
脉冲星（有10^7—10^14t强磁场的快速自转中子星）	I3882
脉经	I3883
脉象	I3884
脑损伤	I3885
脚本语言	I3886
脚本（企业品牌）	I3887
脱氧核糖核酸	I3888
腿毛	I3889
自交	I3890
自养生物	I3891
自动上链机芯	I3892
自动化控制	I3893
自动机理论	I3894
自动调节	I3895
自卑感	I3896
自变量	I3897
自慰	I3898
自我学习	I3899
自我实现	I3900
自旋电子学	I3901
自杀论	I3902
自然主义文学	I3903
自然哲学（哲学学科）	I3904
自然地理	I3905
自然地理学	I3906
自然垄断	I3907
自然数	I3908
自然权利	I3909
自然派	I3910
自然物体	I3911
自然状态	I3912
自然现象	I3913
自然生态系统	I3914
自然界	I3915
自然遗产	I3916
自由协会	I3917
自由意志（哲学概念）	I3918
自由空间（无任何多径的传播空间）	I3919
自由联想	I3920
自由贸易	I3921
自由贸易区	I3922
自由软件	I3923
自由软件基金会	I3924
自由软件运动	I3925
自行开发	I3926
致命录像带	I3927
致我们终将逝去的青春（2007年辛夷坞著言情小说）	I3928
舍入误差	I3929
舞台调度	I3930
舞者（微电影）	I3931
舞蹈表演	I3932
舞龙舞狮（中国民间习俗）	I3933
航拍（摄影术语）	I3934
航空母舰（大型水面舰艇）	I3935
色情	I3936
色球	I3937
色谱仪	I3938
艺术家（法国2011年迈克尔·哈扎纳维希乌斯执导影片）	I3939
艺术形式（对艺术形式的解释）	I3940
艺术效果	I3941
艺术特色	I3942
艺术设计（艺术学科）	I3943
艺术（文化名词）	I3944
艾丁湖	I3945
艾伦·麦席森·图灵	I3946
艾兹格·迪科斯彻	I3947
艾宾浩斯	I3948
艾尔伯图斯·麦格努斯	I3949
艾森克	I3950
艾滋病	I3951
艾灸	I3952
艾瑞克·弗洛姆	I3953
艾萨克·牛顿	I3954
芝加哥大学	I3955
芝加哥学派	I3956
芝加哥经济学派	I3957
芝加哥（美国伊利诺伊州城市）	I3958
芬兰大学	I3959
芬兰（芬兰共和国）	I3960
芭蕾舞剧	I3961
花雅之争	I3962
苏-35战斗机	I3963
苏州古典园林	I3964
苏州港	I3965
苏州（江苏省地级市）	I3966
苏敬（唐代药学家）	I3967
苏格兰	I3968
苏格拉底反诘法	I3969
苏格拉底（古希腊著名哲学家）	I3970
苏美人	I3971
苏联	I3972
苏联马克思主义	I3973
苏轼（北宋文学家）	I3974
苗医	I3975
苗族	I3976
苗族芦笙舞	I3977
苯教	I3978
英国巴克莱银行	I3979
英国戏剧	I3980
英国皇家海军	I3981
英国（大不列颠及北爱尔兰联合王国）	I3982
英格兰	I3983
英格玛·伯格曼（瑞典导演、编剧、制作人）	I3984
英特尔	I3985
英语单词	I3986
英语（语言）	I3987
英里（英制长度单位）	I3988
英镑	I3989
英雄时代（2013年李大为导演史诗宏篇巨著电视连续剧）	I3990
苹果公司	I3991
苹果（伊朗1998年莎米拉·玛克玛尔巴夫执导电影）	I3992
范式（数据库术语）	I3993
范式（科学学概念）	I3994
范成大	I3995
范杜能	I3996
范植伟	I3997
范畴论	I3998
范畴（哲学概念）	I3999
范艾伦辐射带	I4000
荀子（战国末期赵国思想家、教育家）	I4001
荒漠化	I4002
荣庆	I4003
荣誉教授	I4004
药学（医药学学科）	I4005
药物化学（学科）	I4006
药用植物（医药学术语）	I4007
药膳	I4008
荷兰	I4009
荷马史诗	I4010
荷马（古希腊诗人）	I4011
莫里斯·梅洛-庞蒂	I4012
莫顿（《赛尔号》中角色）	I4013
莫高窟	I4014
莱昂内尔·罗宾斯	I4015
莱昂哈德·欧拉	I4016
莱昂纳多·迪卡普里奥	I4017
莱曼·弗兰克·鲍姆	I4018
莱比锡大学	I4019
菲利普斯曲线	I4020
菲尔兹奖	I4021
菲尔多西	I4022
菲律宾（菲律宾共和国）	I4023
营养不良	I4024
营口港	I4025
萧子显	I4026
萨拉曼卡学派	I4027
萨斯（土耳其加拉塔萨雷足球俱乐部球员）	I4028
萨珊王朝	I4029
萨赫勒地带	I4030
萨麦尔（神话中的恶魔）	I4031
落地签证	I4032
著微	I4033
葛洪（东晋道教学家、化学家、医药学家）	I4034
董建（济南文艺广播主持人）	I4035
蒂姆·伯纳斯·李	I4036
蒂托·李维	I4037
蒋介石	I4038
蒙医	I4039
蒙古国	I4040
蒙古族	I4041
蒙德极小期	I4042
蒙拉	I4043
蒙特·卡罗方法	I4044
蒲辅周	I4045
蒸发量	I4046
蒸汽火车	I4047
蓝光光碟	I4048
蓝色基因（超级计算机的名）	I4049
蔡志强（童星演员）	I4050
藏传佛教	I4051
藏南地区	I4052
藏族	I4053
藏象	I4054
虚拟内存	I4055
虚拟机	I4056
虚无主义	I4057
蛋白质组学	I4058
螺旋星系	I4059
螺旋臂	I4060
血族（吉尔莫·德尔·托罗执导fx电视网剧集）	I4061
血液循环	I4062
血缘关系（由婚姻或生育而产生的人际关系）	I4063
行业	I4064
行为主义学派	I4065
行为主义心理学	I4066
行为主义理论	I4067
行为主义革命	I4068
行为主义（美国现代心理学主要流派之一）	I4069
行为学派	I4070
行为心理学（心理学流派）	I4071
行为模式	I4072
行为经济学（经济学下属学科）	I4073
行动（汉语词组）	I4074
行政人员	I4075
行政区划	I4076
行政机关	I4077
行政法（国家行政管理的法律、法规）	I4078
行星状星云	I4079
行星科学	I4080
行星系	I4081
街舞	I4082
补肺阿胶散	I4083
表演艺术（艺术门类）	I4084
袁黄	I4085
裴松之	I4086
裴秀	I4087
西亚（地理名词）	I4088
西佛星系	I4089
西北干旱半干旱区	I4090
西北政法大学	I4091
西南地区（中华人民共和国地理分区）	I4092
西南政法大学	I4093
西塞罗（古罗马著名政治家）	I4094
西安事变（1936年12月12日张学良和杨虎城发动的兵谏）	I4095
西安交通大学	I4096
西安医学院	I4097
西安电力电子技术研究所	I4098
西安（陕西省会、十三朝古都）	I4099
西方哲学	I4100
西方哲学史（西方哲学的发展历史）	I4101
西方国家	I4102
西方戏剧	I4103
西方文化	I4104
西方文明	I4105
西方音乐（起源于欧洲的音乐）	I4106
西方马克思主义	I4107
西格蒙德·弗洛伊德	I4108
西汉	I4109
西沙群岛	I4110
西湖（浙江省杭州市西湖）	I4111
西班牙文	I4112
西班牙语（语言）	I4113
西蒙（《妖精的尾巴》人物）	I4114
西蒙（美国剧作家）	I4115
西藏流亡政府	I4116
西藏（西藏自治区）	I4117
西部地区	I4118
西非	I4119
西餐	I4120
见鬼（1、人看见鬼魂 2、多部恐怖电影名）	I4121
观察法	I4122
规模经济	I4123
规范性	I4124
规范玻色子	I4125
规范经济学	I4126
视差（视觉名词）	I4127
视星等	I4128
视觉暂留	I4129
角分	I4130
角度测量	I4131
角色（名词）	I4132
解剖学	I4133
解放战争（第三次国内革命战争）	I4134
解构主义	I4135
解离常数	I4136
解释器	I4137
解释学	I4138
言情小说（小说流派）	I4139
言论自由	I4140
詹姆斯·布坎南（美国第15任总统）	I4141
詹姆斯·杜威·沃森	I4142
计划	I4143
计划生育	I4144
计划经济	I4145
计算几何	I4146
计算器	I4147
计算复杂性理论	I4148
计算数学	I4149
计算机	I4150
计算机世界	I4151
计算机制图	I4152
计算机协会	I4153
计算机图形学	I4154
计算机安全	I4155
计算机工程	I4156
计算机平台	I4157
计算机技术	I4158
计算机操作系统（计算机系统软件）	I4159
计算机模拟	I4160
计算机科学与技术专业	I4161
计算机科学家	I4162
计算机科学（一门科学领域）	I4163
计算机科学（期刊名称）	I4164
计算机系统结构（机器语言机器级的结构）	I4165
计算机组成（系统结构的逻辑实现）	I4166
计算机网络（连接分散计算机设备以实现信息传递的系统）	I4167
计算机视觉	I4168
计算机辅助工程（上海海事大学主办杂志）	I4169
计算神经科学	I4170
计量革命	I4171
认知主义	I4172
认知偏差	I4173
认知心理学（一种心理学研究方向）	I4174
认知心理学（具有自由意志特征的认知模型）	I4175
认知神经科学	I4176
认知科学（学科概念）	I4177
认知行为治疗	I4178
认知革命	I4179
认识论（哲学分支学科）	I4180
让-雅克·卢梭	I4181
让·勒朗·达朗贝尔	I4182
让·皮亚杰	I4183
记忆体	I4184
记忆恢复	I4185
记忆（人类思维中信息内容的储备与使用过程）	I4186
记谱法	I4187
讲师	I4188
许可（公务员考试培训讲师）	I4189
许浚（朝鲜医学家）	I4190
许海峰（中国男子射击队运动员、中国奥运金牌第一人）	I4191
论文	I4192
论法的精神	I4193
设备驱动	I4194
访谈法	I4195
访问教授	I4196
证伪	I4197
证据（法律学术语）	I4198
评剧	I4199
评论家	I4200
诗经（中国最早诗歌总集）	I4201
话剧	I4202
语言哲学	I4203
语言文字	I4204
语言（人类交际工具）	I4205
诸华	I4206
诸子百家（春秋战国时期学术派别的总称）	I4207
诸病源候论	I4208
诺伯特·维纳	I4209
诺基亚	I4210
诺姆·乔姆斯基	I4211
诺曼·安吉尔	I4212
诺贝尔化学奖	I4213
诺贝尔奖（以瑞典化学家诺贝尔命名的奖项）	I4214
诺贝尔文学奖	I4215
诺贝尔物理学奖	I4216
诺贝尔生理学或医学奖	I4217
诺贝尔经济学奖	I4218
调休	I4219
调性	I4220
调查对象	I4221
谈允贤（明代女医师）	I4222
谢林（江西师范大学音乐学院教授）	I4223
谱线	I4224
象征主义	I4225
豫剧	I4226
贝克（美国军用望远镜品牌）	I4227
贝奈戴托·克罗齐	I4228
贝尔（中式箱包品牌）	I4229
贝拉·巴拉兹	I4230
贞观律	I4231
负增长	I4232
负面影响	I4233
贡布（西藏野生动物保护协会副会长）	I4234
财富（世界著名财经杂志）	I4235
财政学（政治经济学--分支）	I4236
财政赤字	I4237
财神（道教神明）	I4238
货币供给	I4239
货币学派	I4240
货币政策（经济金融政策）	I4241
货币数量论	I4242
货币经济学（经济学分支学科）	I4243
货币联盟	I4244
货币（一种关于交换权的契约）	I4245
质子数	I4246
质子（亚原子粒子）	I4247
质性研究	I4248
质数	I4249
质点	I4250
质谱	I4251
质谱仪	I4252
质量守恒定律	I4253
贫困问题	I4254
贫富差距	I4255
购买力	I4256
购买力平价	I4257
贵州（中华人民共和国省级行政区）	I4258
贸易保护主义（国际贸易理论或政策）	I4259
贸易利得	I4260
贸易壁垒	I4261
贸易顺差	I4262
费马大定理（数学史上著名的定理）	I4263
资优生	I4264
资料库	I4265
资本主义制度	I4266
资本主义社会	I4267
资本主义（私有制经济制度）	I4268
资本市场（市场形态之一）	I4269
资本结构	I4270
资本论（卡尔·马克思著作）	I4271
资本（政治经济学或经济学基本概念）	I4272
资治通鉴	I4273
资源（经济学名词）	I4274
资讯革命	I4275
赋值	I4276
赋格	I4277
赖特·米尔斯	I4278
赛奇	I4279
赛车	I4280
赛马（桌面游戏）	I4281
赞美诗（赞美上帝的诗歌）	I4282
赫伯特·斯宾塞	I4283
赫尔曼·艾宾浩斯	I4284
赫尔辛基大学	I4285
赫尔辛基宣言	I4286
赫西俄德	I4287
赵宏斌（上海财经大学公共经济与管理学院副教授）	I4288
赵紫阳（中华人民共和国中央军委副主席）	I4289
赵绍琴	I4290
超大城市（城区常住人口1000万以上的城市）	I4291
超大质量黑洞	I4292
超对称理论	I4293
超导态	I4294
超新星残骸	I4295
超新星爆发	I4296
超新星爆炸	I4297
超新星遗迹	I4298
超新星（恒星演化过程中的一个阶段）	I4299
超新星（日本动漫《海贼王》中一类角色）	I4300
超星系团	I4301
超流体	I4302
超级大国	I4303
超级大坏蛋（美国2010年汤姆·麦克格雷斯执导动画片）	I4304
超级电脑（疯狂冰咆哮创作小说）	I4305
超级神冈探测器	I4306
超级计算机	I4307
超自然力量	I4308
超自然（超越自然科学常规范围一种极端现象）	I4309
超高温	I4310
越南	I4311
越轨行为	I4312
跑步（运动健身类方法）	I4313
跨领域	I4314
路德维希·凡·贝多芬	I4315
路德维希·维特根斯坦	I4316
路德维希·贝什米特	I4317
路易斯·普林斯	I4318
路易斯酸碱理论	I4319
路由器	I4320
路透社	I4321
踏摇娘	I4322
身体机能	I4323
轫致辐射	I4324
转置	I4325
软件产业	I4326
软件工程（学科）	I4327
软件开发	I4328
软件框架	I4329
软件许可证	I4330
软件设计模式	I4331
软件（按照特定顺序组织的计算机数据和指令的集合）	I4332
轻子	I4333
辐射化学	I4334
辛亥革命（1911年中国爆发的民主革命）	I4335
辛夷散	I4336
辛德勒的名单	I4337
辩士学派	I4338
辩论	I4339
辩证唯物主义	I4340
辩证法	I4341
边际主义	I4342
边际利润	I4343
边际成本	I4344
边际收益	I4345
边际革命	I4346
辽宁号航空母舰	I4347
辽宁（中华人民共和国省级行政区）	I4348
达美航空	I4349
达赖喇嘛·丹增嘉措	I4350
过敏性鼻炎	I4351
过渡层	I4352
过渡时期（由一个阶段发展到另一个阶段）	I4353
迈蒙尼德	I4354
运作模式	I4355
运动型汽车	I4356
运动学	I4357
运动竞赛	I4358
运动速度（物理学科概念）	I4359
运动（马列主义词汇）	I4360
运筹学（管理类专业基础课）	I4361
运行环境	I4362
运输基建办公室	I4363
近地天体	I4364
还原性	I4365
还原物	I4366
这群人	I4367
这里的黎明静悄悄（前苏联作家瓦西里耶夫代表作小说）	I4368
进动	I4369
进化心理学	I4370
进化生物学	I4371
进化论（生物学理论）	I4372
进程	I4373
远古（原始社会）	I4374
远红外线	I4375
连云港港（连云港港口名）	I4376
连贯（原中共中央对外联络部副部长）	I4377
连通性	I4378
迦旃延	I4379
迪米特里·彼得连科	I4380
迷失（美国abc电视台出品连续剧）	I4381
迷恋（法德1981年安德烈·祖拉斯基执导电影）	I4382
逆向选择	I4383
透明国际	I4384
递归论	I4385
通俗歌曲（歌曲类型）	I4386
通信技术（学术学科）	I4387
通典（中国历史上第一部体例政书）	I4388
通用语言文字	I4389
通识教育	I4390
通货膨胀	I4391
造纸术（中国历史）	I4392
逻辑与	I4393
逻辑实证主义	I4394
逻辑思维能力	I4395
逻辑（一门学科）	I4396
道光（清宣宗爱新觉罗·旻宁的年号）	I4397
道家（信奉老庄等道家学说的哲学学派）	I4398
道德风险	I4399
道教	I4400
遗传多样性	I4401
遗传密码	I4402
遥感	I4403
遥感技术	I4404
邓小平理论	I4405
邓小平（中国共产党第二代领导集体核心人物）	I4406
邓斯·司各脱	I4407
邓析	I4408
邓涵之	I4409
邪恶力量（美国2005年詹森·阿克斯主演科幻美剧）	I4410
邮件列表	I4411
邻域	I4412
郑业成	I4413
郑钦安	I4414
部门法	I4415
郭德纲	I4416
配器	I4417
酒吧（提供酒类的消费场所）	I4418
酒神节	I4419
酒神（唐家三少著网络小说）	I4420
酷睿	I4421
酸根离子	I4422
酸碱理论	I4423
酸碱质子理论	I4424
酸碱（石蕊变蓝）	I4425
释星云	I4426
